nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1_CPS,HPV_p16,EGFR,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT05355701,A Study to Learn About the Study Medicine Called PF-07799933 in People With Advanced Solid Tumors With BRAF Alterations.,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,103,Pfizer,Pfizer,687,1,1,multi_experimental,9,pf-07799933,binimetinib;cetuximab;fluorouracil;leucovorin;midazolam;oxaliplatin;pf-07799933,BRAF,Small Molecule,BRAF;MSI;MSI-H;dMMR,0,1,0,0,1,1,0,0,1
NCT05366166,Pembrolizumab Plus Olaparib in LA-HNSCC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,45,UNC Lineberger Comprehensive Cancer Center,UNC Lineberger Comprehensive Cancer Center,85,0,1,single_arm,1,cisplatin;imrt (intensity modulated radiation therapy);olaparib;pembrolizumab,cisplatin;imrt (intensity modulated radiation therapy);olaparib;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,0,0,1
NCT05376553,Study of Cemiplimab - TP Induction Chemotherapy in Patients with Locally Advanced Squamous Cell Carcinoma of the Head and Neck,PHASE1,Phase 1,ENROLLING_BY_INVITATION,24,Krzysztof Misiukiewicz,Krzysztof Misiukiewicz,2,0,1,multi_experimental,2,cemiplimab;cisplatin;docetaxel,cemiplimab;cisplatin;docetaxel,PD-1,Monoclonal Antibody,,1,1,0,1,0,0,1,0,1
NCT05414032,Molecular Residual Disease Interception in Locoregionally-Advanced High Risk HPV+ and HPV- HNSCC,PHASE2,Phase 2,RECRUITING,102,"University Health Network, Toronto","University Health Network, Toronto",91,0,1,multi_experimental,2,azd2936,azd2936,TIGIT,Bispecific Antibody,MET;PD-L1;biomarker,1,1,1,1,0,0,0,0,1
NCT05421689,Autologous Muscle Derived Cells for Treatment of Tongue Dysphagia,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,66,"University of California, Davis","University of California, Davis",42,0,0,multi_experimental,2,autologous muscle derived cells for gastro-intestinal repair (amdc-gir),autologous muscle derived cells for gastro-intestinal repair (amdc-gir),,Cell Therapy,,1,1,0,0,0,0,0,1,0
NCT05473156,"A Study to Investigate the Safety, Pharmacokinetics, and Clinical Activity of AP203 in Patients with Locally Advanced or Metastatic Solid Tumors, and Expansion to Selected Malignancies",PHASE1;PHASE2,Phase 2,RECRUITING,168,AP Biosciences Inc.,AP Biosciences,4,1,0,multi_experimental,4,ap203,ap203,,,ALK;BRAF;MET;NTRK;PD-L1;RET;ROS1;genomic,0,1,1,0,1,0,0,1,1
NCT05513573,Phase II Clinical Study to Compare the Efficacy and Safety of HLX07 + Serplulimab +Chemotherapy Versus Placebo + Serplulimab + Chemotherapy in First-Line Treatment of Patients With Recurrent or Metastatic NPC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,75,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,multi_experimental,2,hlx10,hlx07;hlx10,EGFR,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0
NCT05538130,A Study to Learn About the Study Medicine Called PF-07799544 as Monotherapy or in Combination in People With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,148,Pfizer,Pfizer,687,1,1,multi_experimental,3,pf-07799544,pf-07799544;pf-07799933,BRAF,Small Molecule,BRAF,0,1,0,0,0,0,0,0,0
NCT05544929,A Study of Safety and Efficacy of KFA115 Alone and in Combo With Pembrolizumab in Patients With Select Advanced Cancers,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,126,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,3,kfa115,kfa115;pembrolizumab,PD-1,,BRAF;MSI;MSI-H;PD-L1,0,1,1,0,0,1,0,1,1
NCT05557045,"A Study of JZP815 Oral Capsules in Adult Participants With Advanced or Metastatic Solid Tumors Harboring Mitogen Activated Protein Kinase (MAPK) Pathway Alterations to Investigate the Safety, Dosing, and Antitumor Activity of JZP815",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,98,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,multi_experimental,2,jzp815,jzp815,BRAF,Small Molecule,MAPK pathway,0,1,0,0,0,0,0,0,0
NCT05565417,Study of the Monoclonal Antibody IMT-009 in Patients With Advanced Solid Tumors or Lymphomas,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,67,Immunitas Therapeutics,Immunitas Therapeutics,1,1,0,multi_experimental,3,imt-009,fruquintinib;imt-009,CD161,Monoclonal Antibody,ALK;BRAF;CD161;CLEC2D;CXCL13;HER2;KRAS;MET;MSI;MSI-H;PD-L1;RET;biomarker;dMMR,1,1,1,1,1,1,1,1,1
NCT05581004,"A Study to Evaluate the Safety, Pharmacokinetics, and Activity of Enzelkitug as a Single Agent and in Combination With Checkpoint Inhibitor in Participants With Locally Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,165,"Genentech, Inc.",Roche/Genentech,922,1,1,multi_experimental,4,enzelkitug,atezolizumab;enzelkitug;pembrolizumab,PD-L1,Monoclonal Antibody,CMMRD;MSI-H;TMB,1,1,0,0,0,0,0,0,0
NCT05582590,Autologous T Cells Targeting HPV16 HPV18 & Survivin in Patients With R/R HPV-related Oropharyngeal Cancers,PHASE1,Phase 1,NOT_YET_RECRUITING,36,NexImmune Inc.,NexImmune,3,1,0,multi_experimental,5,cyclophosphamide;fludarabine;nexi-003 t cells,cyclophosphamide;fludarabine;nexi-003 t cells,"HPV-16 E6/E7, HPV-18 E6/E7, Survivin",CAR-T,HPV;MET,1,1,0,1,1,0,0,0,1
NCT05608876,A Clinical Study to Investigate the Efficacy of Tigilanol Tiglate Directly in Head and Neck Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,15,QBiotics Group Limited,QBiotics,4,1,0,single_arm,1,tigilanol tiglate,tigilanol tiglate,,,,0,1,0,0,0,0,0,0,0
NCT05620134,Study of JK08 in Patients with Unresectable Locally Advanced or Metastatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,263,Salubris Biotherapeutics Inc,Salubris Biotherapeutics,2,1,0,multi_experimental,4,jk08,jk08;lenvatinib pill;pembrolizumab,CTLA-4,Monoclonal Antibody,ER;HER2;PR;genomic,1,1,0,0,0,0,0,1,0
NCT05635643,Study of CHS-114 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,87,"Coherus Oncology, Inc.",Coherus Oncology,10,1,0,multi_experimental,4,chs-114,chs-114;toripalimab,CCR8,Monoclonal Antibody,CCR8+ Tregs;PD-L1,1,1,1,1,0,0,0,1,1
NCT05639972,E7 T-cell Receptor (TCR) -T Cell Induction Therapy for Locoregionally Advanced HPV-associated Cancers,PHASE1;PHASE2,Phase 2,RECRUITING,15,Christian Hinrichs,Christian Hinrichs,3,0,0,single_arm,1,aldesleukin;e7 tcr-t cells,aldesleukin;e7 tcr-t cells,E7,CAR-T,HPV-16,1,1,0,0,0,0,0,0,0
NCT05647122,First in Human Study of AZD9592 in Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,167,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,3,azd9592,5-fluorouracil (5-fu);azd9592;bevacizumab;leucovorin;osimertinib,EGFR/cMET,ADC,MET,1,1,0,0,0,0,0,0,0
NCT05651022,Study of DECOY20 With or Without Tislelizumab in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,120,"Indaptus Therapeutics, Inc",Indaptus Therapeutics,1,1,0,multi_experimental,3,decoy20,decoy20;tislelizumab,PD-1,Cell Therapy,ALK;BRAF;KRAS;MET;MSI;MSI-H;RET;dMMR,1,1,0,0,1,1,0,0,1
NCT05653882,A Study Evaluating AB248 Alone or in Combination With Pembrolizumab in Adult Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,552,"Asher Biotherapeutics, Inc.",Asher Biotherapeutics,1,1,1,multi_experimental,4,etakafusp alfa (ab248),etakafusp alfa (ab248);pembrolizumab,IL-2,Peptide,EGFR,0,1,0,0,0,0,0,0,0
NCT05668858,A Study of SI-B001+SI-B003± Chemotherapy in Patients With Locally Advanced or Metastatic Head and Neck Squamous Cell Carcinoma,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,70,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,si-b001;si-b003,si-b001;si-b003,EGFR/HER3,Bispecific Antibody,,1,1,0,0,0,0,0,0,0
NCT05668962,Restor. I-131 Upt. + Selpercatinib in RET F-P RAI-R TC,PHASE2,Phase 2,RECRUITING,30,Massachusetts General Hospital,Massachusetts General Hospital,170,0,1,single_arm,1,rhtsh;selpercatinib;sodium iodine i-131,rhtsh;selpercatinib;sodium iodine i-131,RET,Small Molecule,RET,0,1,0,0,0,0,0,1,0
NCT05669430,A Study of GV20-0251 Monotherapy and GV20-0251 in Combination With Pembrolizumab in Participants With Solid Tumor Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,365,GV20 Therapeutics,GV20 Therapeutics,3,1,1,multi_experimental,4,,gv20-0251;gv20-0251 and pembrolizumab [keytruda],IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein,1,1,0,0,0,0,0,1,0
NCT05674526,A Phase 1b Study of WU-NK-101 in Combination With Cetuximab,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,30,Allotera Therapeutics,Allotera Therapeutics,4,1,0,multi_experimental,2,,cetuximab - cohort expansion;cetuximab - dose escalation;wu-nk-101 - cohort expansion;wu-nk-101 - dose escalation,EGFR,Monoclonal Antibody,BRAF;KRAS,1,1,0,0,1,0,1,0,1
NCT05686226,E7 TCR-T Cell Immunotherapy for Human Papillomavirus (HPV) Associated Cancers,PHASE2,Phase 2,RECRUITING,20,Christian Hinrichs,Christian Hinrichs,3,0,0,single_arm,1,aldesleukin;e7 tcr-t cells,aldesleukin;e7 tcr-t cells,E7,CAR-T,HPV-16;genomic,1,1,0,1,0,0,1,1,1
NCT05696548,Nivolumab Plus Lenvatinib Against Anaplastic Thyroid Cancer (NAVIGATION),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,51,National Cancer Center Hospital East,National Cancer Center Hospital East,10,0,0,single_arm,1,lenvatinib;nivolumab,lenvatinib;nivolumab,VEGF/VEGFR,Small Molecule,PD-L1,0,1,0,0,0,0,0,0,0
NCT05698238,Clinical Study to Evaluate Safety and Dosing of CA9hu-1 in Patients With Advanced Solid Tumours,PHASE1,Phase 1,NOT_YET_RECRUITING,50,"Mabpro, a.s.","Mabpro, a.s.",1,1,0,single_arm,1,ca9hu-1,ca9hu-1,CA9,Monoclonal Antibody,CA9;biomarker,1,1,0,0,0,0,0,1,0
NCT05704985,Evaluating Safety and Biomarkers Using DK210 (EGFR) for Locally Advanced or Metastatic EGFR+ Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,39,DEKA Biosciences,DEKA Biosciences,1,1,0,multi_experimental,4,dk210 (egfr),dk210 (egfr);immune checkpoint blockers;radiation therapy,EGFR,Small Molecule,EGFR;biomarker,0,1,0,0,1,0,0,0,1
NCT05706129,"A Study to Assess Safety, Tolerability and Imaging Characteristics of [68Ga]Ga-DPI-4452 and to Assess Safety, Tolerability, and Efficacy of [177Lu]Lu-DPI-4452 in Participants With Unresectable Locally Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,270,Lumara Bio Oncologics GmbH,Lumara Bio Oncologics,1,1,0,multi_experimental,5,[68ga]ga-dpi-4452,[177lu]lu-dpi-4452;[68ga]ga-dpi-4452,CA IX,Radiopharmaceutical,CA IX,0,1,0,0,1,0,0,0,1
NCT05717764,Clinical Study of Mitoxantrone Hydrochloride Liposome Injection Combined With Capecitabine Versus Capecitabine Monotherapy in Patients With Recurrent Metastatic Nasopharyngeal Carcinoma Who Failed Platinum-containing Treatment,PHASE3,Phase 3,NOT_YET_RECRUITING,500,"CSPC Zhongnuo Pharmaceutical (Shijiazhuang) Co., Ltd.",CSPC Zhongnuo Pharmaceutical (Shijiazhuang),6,1,0,active_comparator,2,capecitabine,capecitabine;mitoxantrone hydrochloride liposome injection,,,,0,1,0,0,0,0,1,1,0
NCT05726370,"Preoperative Pembrolizumab and Chemotherapy in Resectable, Recurrent HNSCC",PHASE2,Phase 2,RECRUITING,28,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,1,single_arm,1,carboplatin;cisplatin;docetaxel;pembrolizumab,carboplatin;cisplatin;docetaxel;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,0,1
NCT05751512,A Study to Evaluate MRG003 vs Cetuximab/Methotrexate in in the Treatment of Patients With RM-SCCHN,PHASE3,Phase 3,RECRUITING,180,"Lepu Biopharma Co., Ltd.",Lepu Biopharma,16,1,0,active_comparator,2,cetuximab injection;methotrexate injection,mrg003,EGFR,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,0,1
NCT05768178,DETERMINE Trial Treatment Arm 05: Vemurafenib in Combination With Cobimetinib in Adult Patients With BRAF Positive Cancers.,PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,cobimetinib;vemurafenib,cobimetinib;vemurafenib,BRAF,Small Molecule,BRAF;MET,0,1,0,0,0,0,0,0,0
NCT05783323,Larotrectinib to Enhance RAI Avidity in Differentiated Thyroid Cancer,PHASE2,Phase 2,RECRUITING,13,Children's Hospital of Philadelphia,Children's Hospital of Philadelphia,6,0,1,single_arm,1,131i therapy;larotrectinib monotherapy,131i therapy;larotrectinib monotherapy,NTRK,Small Molecule,NTRK,0,1,0,0,0,0,0,0,0
NCT05783622,Study of JANX008 in Subjects With Advanced or Metastatic Solid Tumor Malignancies,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,130,Janux Therapeutics,Janux Therapeutics,4,1,0,multi_experimental,3,janx008,janx008,EGFR,,,0,1,0,0,1,0,0,0,1
NCT05784012,Two-cohort Study of Niraparib and Dostarlimab Plus (Chemo)RadIotherapy in Locally-Advanced Head and Neck Squamous Cell Carcinoma,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,34,Grupo Español de Tratamiento de Tumores de Cabeza y Cuello,Grupo Español de Tratamiento de Tumores de Cabeza y Cuello,5,0,1,multi_experimental,2,dostarlimab;niraparib,cisplatin plus radiotherapy;dostarlimab;niraparib,PD-1,Monoclonal Antibody,MSI-H;PD-L1;biomarker;biomarker analysis;dMMR,1,1,1,1,0,0,0,0,1
NCT05784688,Study of TU2218 in Combination With KEYTRUDA®(Pembrolizumab) in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,140,"TiumBio Co., Ltd.",TiumBio,2,1,1,multi_experimental,4,tu2218 + keytruda (pembrolizumab),tu2218 + keytruda (pembrolizumab),TGFBR1,Small Molecule,MET;MMR;PD-L1;biomarker,0,1,1,0,0,0,1,1,1
NCT05786716,"DETERMINE Trial Treatment Arm 04: Trastuzumab in Combination With Pertuzumab in Adult, Paediatric and Teenage/Young Adult Patients With Cancers With HER2 Amplification or Activating Mutations",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,pertuzumab;trastuzumab,pertuzumab;trastuzumab,HER2,ADC,HER2;MET,1,1,0,0,0,0,0,0,0
NCT05787587,A Study of PARG Inhibitor IDE161 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,216,IDEAYA Biosciences,IDEAYA Biosciences,11,1,1,multi_experimental,4,ide-161,ide-161;pembrolizumab,PARG,Small Molecule,MSI,0,1,0,0,0,0,0,0,0
NCT05807880,"Anlotinib, Penpulimab and Capecitabine in Recurrent/Metastatic Nasopharyngeal Carcinoma",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,59,Sun Yat-sen University,Sun Yat-sen University,73,0,0,single_arm,1,penpulimab and capecitabine.;the combination treatment of anlotinib,penpulimab and capecitabine.;the combination treatment of anlotinib,VEGF/VEGFR,Small Molecule,PD-L1;PR,0,1,1,0,0,0,0,0,1
NCT05815927,Pembrolizumab and Radiotherapy for Oligometastatic Head and Neck Cancer,PHASE3,Phase 3,RECRUITING,200,European Organisation for Research and Treatment of Cancer - EORTC,European Organisation for Research and Treatment of Cancer - EORTC,38,0,1,active_comparator,2,pembrolizumab,pembrolizumab;stereotattic ablation radiotherapy (sabr),PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,1,1,1
NCT05852223,Pembrolizumab in High-risk Thyroid Cancer,PHASE2,Phase 2,RECRUITING,25,Istituti Clinici Scientifici Maugeri SpA,Istituti Clinici Scientifici Maugeri SpA,2,0,1,multi_experimental,2,pembrolizumab,pembrolizumab,PD-1,Monoclonal Antibody,BRAF;PD-L1,1,1,1,0,0,0,0,1,1
NCT05858736,"Safety, PK and Efficacy of AI-061 in Advanced Solid Tumors",PHASE1,Phase 1,COMPLETED,18,"OncoC4, Inc.",OncoC4,10,1,0,multi_experimental,3,ai-061,ai-061,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT05865028,A Proof of Concept Trial Investigating Safety and Efficacy of APG-157 in Oral Dysplasia,PHASE2,Phase 2,RECRUITING,32,Elizabeth J Franzmann,Elizabeth J Franzmann,1,0,0,single_arm,1,apg-157,apg-157,BCL2,Small Molecule,BCL-2,0,1,0,0,0,0,0,0,0
NCT05877430,"Safety, Tolerability, and Preliminary Efficacy of CJRB-101 With Pembrolizumab in Subjects With Selected Types of Advanced or Metastatic Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,160,"CJ Bioscience, Inc.",CJ Bioscience,1,1,0,single_arm,1,cjrb-101;pembrolizumab injection,cjrb-101;pembrolizumab injection,PD-1,Oncolytic Virus,ALK;BRAF;PD-L1;biomarker;genomic,1,1,1,0,1,0,1,1,1
NCT05877599,A Study of NT-175 in Adult Participants With Advanced Malignancies That Are Positive for HLA-A*02:01 and the TP53 R175H Mutation,PHASE1,Phase 1,RECRUITING,45,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,nt-175,nt-175,,Recombinant Protein,,0,1,0,0,0,0,0,0,0
NCT05884320,Phase II Trial of Sacituzumab Govitecan in Recurrent and/or Metastatic Secretory Gland Cancers,PHASE2,Phase 2,RECRUITING,30,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,multi_experimental,2,sacituzumab govitecan,sacituzumab govitecan,TROP2,ADC,HER2;TROP2,1,1,0,0,0,0,1,0,0
NCT05891171,Study of AB598 Monotherapy and Combination Therapy in Participants With Advanced Cancers,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,40,"Arcus Biosciences, Inc.",Arcus Biosciences,21,1,0,multi_experimental,8,ab598,ab598;fluorouracil;leucovorin;oxaliplatin;zimberelimab,CD39,Monoclonal Antibody,HER2,1,1,0,0,0,0,0,0,0
NCT05902520,Adoptive Cell Therapy Using Cancer Specific CD8+ Tumor Infiltrating Lymphocytes in Adult Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,18,"AgonOx, Inc.",AgonOx,1,1,0,multi_experimental,2,low dose il-2,dp cd8 til;dp cd8 til kd;low dose il-2,PD-1,Cell Therapy,BRAF;CD103;CD39;CD8;PD-L1,1,1,1,0,0,0,0,0,1
NCT05902988,A Phase I/II Study of VLS-1488 in Subjects With Advanced Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,200,"Volastra Therapeutics, Inc.",Volastra Therapeutics,3,1,0,multi_experimental,4,vls-1488,vls-1488,KIF18A,Small Molecule,MSI;MSI-H;dMMR,0,1,0,0,0,1,0,1,1
NCT05910827,"A Phase Ib/II Study of an Anti-HER3 Antibody, HMBD-001, With Cetuximab +/- Docetaxel in Advanced Squamous Cell Cancers",PHASE1;PHASE2,Phase 2,RECRUITING,398,Hummingbird Bioscience,Hummingbird Bioscience,4,1,1,multi_experimental,3,hmbd-001,cetuximab;docetaxel;hmbd-001,HER3,Monoclonal Antibody,ALK;BRAF;HER3;KRAS;MET;RET,1,1,0,0,1,0,0,0,1
NCT05913388,GB1211 and Pembrolizumab Versus Pembrolizumab and Placebo in Patients With Metastatic Melanoma and Head and Neck Squamous Cell Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,12,Providence Health & Services,Providence Health & Services,30,0,0,placebo_comparator,2,pembrolizumab,gb1211;pembrolizumab,Galectin-3,Small Molecule,PD-L1,0,1,1,0,0,0,1,0,1
NCT05944237,HTL0039732 in Participants With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,150,Cancer Research UK,Cancer Research UK,16,0,0,multi_experimental,3,,htl0039732 capsules;htl0039732 capsules and atezolizumab infusion,PD-L1,,HER2;PD-L1;genomic,0,1,1,0,0,0,0,1,1
NCT05952947,HRYZ-T101 Injection for HPV18 Positive Solid Tumor,PHASE1,Phase 1,RECRUITING,32,HRYZ Biotech Co.,HRYZ Biotech,8,1,0,single_arm,1,fludarabine + cyclophosphamide;hryz-t101 injection,fludarabine + cyclophosphamide;hryz-t101 injection,,Cell Therapy,,1,1,0,0,0,0,0,0,0
NCT05973487,A Basket Study of Customized Autologous TCR-T Cell Therapies in Patients With Locally Advanced (Unresectable) or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,840,"TScan Therapeutics, Inc.",TScan Therapeutics,1,1,0,multi_experimental,28,,tsc-200-a0201;tsc-200-a0201 + tsc-201-b0702;tsc-200-a0201 + tsc-202-a0201;tsc-200-a0201 + tsc-203-a0201;tsc-200-a0201 + tsc-204-a0101;tsc-201-b0702;tsc-201-b0702 + tsc-202-a0201;tsc-202-a0201;tsc-203-a0201;tsc-203-a0201 + tsc-201-b0702;tsc-203-a0201 + tsc-202-a0201;tsc-203-a0201 + tsc-204-a0101;tsc-204-a0101;tsc-204-a0101 + tsc-202-a0201;tsc-204-a0201;tsc-204-a0201 + tsc-200-a0201;tsc-204-a0201 + tsc-201-b0702;tsc-204-a0201 + tsc-202-a0201;tsc-204-a0201 + tsc-203-a0201;tsc-204-a0201 + tsc-204-a0101;tsc-204-a0201 + tsc-204-c0702;tsc-204-c0702;tsc-204-c0702 + tsc-200-a0201;tsc-204-c0702 + tsc-201-b0702;tsc-204-c0702 + tsc-202-a0201;tsc-204-c0702 + tsc-203-a0201;tsc-204-c0702 + tsc-204-a0101,,Cell Therapy,genomic,1,1,0,0,0,0,0,0,0
NCT05977907,Neoadjuvant Pembrolizumab and IO102-103 for Squamous Cell Carcinoma of the Head and Neck (SCCHN).,PHASE2,Phase 2,RECRUITING,30,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,1,single_arm,1,io102-103;pembrolizumab,io102-103;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,1,1
NCT05980000,Ramucirumab and Pembrolizumab vs Pembrolizumab Monotherapy in PD-L1 Positive Head and Neck Squamous-Cell Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,37,Washington University School of Medicine,Washington University School of Medicine,178,0,1,active_comparator,2,pembrolizumab,pembrolizumab;ramucirumab,VEGF/VEGFR,Monoclonal Antibody,BRAF;KRAS;MSI-H;PD-L1,1,1,1,0,0,0,0,0,1
NCT05983432,Evaluate BL-B01D1 in Patients With Metastatic or Unresectable Non-Small Cell Lung Cancer (NSCLC) and Other Solid Tumors,PHASE1,Phase 1,RECRUITING,470,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,2,bl-b01d1,bl-b01d1,EGFR/HER3,ADC,ALK;EGFR;HER2;MET;PD-L1;ROS1;genomic,1,1,1,0,1,0,0,1,1
NCT05985655,Study to Assess GTAEXS617 in Participants With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,230,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.","Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals",3,1,0,multi_experimental,4,gtaexs617,gtaexs617;soc,CDK7,Small Molecule,HER2,0,1,0,0,0,0,0,1,0
NCT06003231,A Study of Disitamab Vedotin in Previously Treated Solid Tumors That Express HER2,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,120,"Seagen, a wholly owned subsidiary of Pfizer",Pfizer,687,1,1,multi_experimental,4,disitamab vedotin,disitamab vedotin,HER2,ADC,HER2,1,1,0,0,0,0,0,1,0
NCT06006169,"A Study of BL-B01D1, SI-B003 and BL-B01D1+SI-B003 in Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma and Other Solid Tumors",PHASE2,Phase 2,RECRUITING,186,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-b01d1;si-b003,bl-b01d1;si-b003,EGFR,ADC,,1,1,0,0,0,0,1,1,0
NCT06007729,ARTEMIS-006: HS-20093 in Patients With Head and Neck Squamous Cell Carcinoma and Other Solid Tumors,PHASE2,Phase 2,RECRUITING,170,Hansoh BioMedical R&D Company,Hansoh,82,1,0,single_arm,1,hs-20093,hs-20093,B7-H3,ADC,PD-L1,1,1,0,0,0,0,0,0,0
NCT06007924,A Study of Avutometinib and Defactinib in People With Thyroid Cancer,PHASE2,Phase 2,RECRUITING,30,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,multi_experimental,2,avutometinib;defactinib,avutometinib;defactinib,MEK,Small Molecule,ALK;BRAF;KRAS;NTRK;RET,0,1,0,0,0,0,0,1,0
NCT06016920,Safety and Efficacy of VB10.16 and Pembrolizumab in Patients With Head-Neck Squamous Cell Carcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,110,Nykode Therapeutics ASA,Nykode Therapeutics ASA,6,1,1,multi_experimental,5,pembrolizumab,pembrolizumab;vb10.16,HPV16,Oncolytic Virus,HPV16;PD-L1,1,1,1,0,0,0,0,1,1
NCT06022029,A Dose Escalation and Dose Expansion Study of Intratumoral ONM-501 Alone and in Combination With Cemiplimab in Patients With Advanced Solid Tumors and Lymphomas.,PHASE1,Phase 1,RECRUITING,168,"OncoNano Medicine, Inc.",OncoNano Medicine,4,1,0,multi_experimental,3,onm-501,cemiplimab;onm-501,PD-1,Small Molecule,,0,1,0,0,0,0,0,1,0
NCT06047379,"Safety and Efficacy of NEO212 in Patients With Astrocytoma IDH-mutant, Glioblastoma IDH-wildtype or Brain Metastasis",PHASE1;PHASE2,Phase 2,RECRUITING,134,"Neonc Technologies, Inc.",Neonc Technologies,4,1,0,multi_experimental,8,neo212 oral capsule,bevacizumab;carboplatin;folfiri protocol;ipilimumab;neo212 oral capsule;nivolumab;paclitaxel;pembrolizumab;regorafenib,,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06062420,A Platform Study of Novel Immunotherapy Combinations as First-Line Treatment in Participants With PD-L1 Positive Recurrent/Metastatic Squamous Cell Carcinoma of the Head and Neck- GALAXIES H&N-202,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,316,GlaxoSmithKline,GSK,468,1,1,multi_experimental,5,dostarlimab,belrestotug;dostarlimab;nelistotug;remzistotug,PD-1,Monoclonal Antibody,MSI-H;PD-L1;dMMR,1,1,1,1,0,0,0,0,1
