nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1,sarcomatoid,first_line,later_line,biomarker_selected
NCT00715442,Pre-Surgical Sutent in Renal Cell Carcinoma (RCC),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,50,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,single_arm,1,nephrectomy;sunitinib,nephrectomy;sunitinib,VEGF/VEGFR,Small Molecule,,0,1,0,0,0,0,0
NCT01217931,Sequential Two-agent Assessment in Renal Cell Carcinoma Therapy: The START Trial,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,180,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,multi_experimental,6,,bevacizumab;everolimus;pazopanib,VEGF/VEGFR,Small Molecule,,0,1,0,0,0,1,0
NCT01366144,"Veliparib, Paclitaxel, and Carboplatin in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed by Surgery and Liver or Kidney Dysfunction",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,94,National Cancer Institute (NCI),National Cancer Institute (NCI),18,0,0,single_arm,1,carboplatin;laboratory biomarker analysis;paclitaxel;pharmacological study;veliparib,carboplatin;laboratory biomarker analysis;paclitaxel;pharmacological study;veliparib,PARP,Small Molecule,BRCA1;BRCA2,0,1,0,0,0,0,0
NCT01684397,Pazopanib Hydrochloride and Bevacizumab in Treating Patients With Previously Untreated Metastatic Kidney Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,51,Roswell Park Cancer Institute,Roswell Park Cancer Institute,73,0,1,single_arm,1,bevacizumab;laboratory biomarker analysis;pazopanib hydrochloride;pharmacological study,bevacizumab;laboratory biomarker analysis;pazopanib hydrochloride;pharmacological study,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT02293980,"A Phase 1, Dose-Escalation Trial of PT2385 Tablets In Patients With Advanced Clear Cell Renal Cell Carcinoma (MK-3795-001)",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,110,"Peloton Therapeutics, Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",Merck (MSD),649,1,1,multi_experimental,3,mk-3795,bezlutifan;cabozantinib;mk-3795;nivolumab,HIF-2α,Small Molecule,,0,1,0,0,0,0,0
NCT02306954,Study of High Dose Interleukin-2 (IL-2) and Stereotactic Body Radiation (SBRT) in Patients With Metastatic Renal Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,84,Providence Health & Services,Providence Health & Services,30,0,0,active_comparator,2,high dose il-2,high dose il-2;sbrt,IL-2,,,0,1,0,0,0,0,0
NCT02568267,"Basket Study of Entrectinib (RXDX-101) for the Treatment of Patients With Solid Tumors Harboring NTRK 1/2/3 (Trk A/B/C), ROS1, or ALK Gene Rearrangements (Fusions)",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,534,Hoffmann-La Roche,Roche/Genentech,922,1,1,multi_experimental,9,entrectinib,entrectinib,ROS1,Small Molecule,ALK;NTRK;ROS1,0,1,0,0,0,0,0
NCT02811861,Lenvatinib/Everolimus or Lenvatinib/Pembrolizumab Versus Sunitinib Alone as Treatment of Advanced Renal Cell Carcinoma,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1069,Eisai Inc.,Eisai,177,1,1,active_comparator,3,sunitinib,everolimus;lenvatinib;pembrolizumab,VEGF/VEGFR,Small Molecule,MET;PD-L1,0,1,0,0,0,0,0
NCT02950766,NeoVax Plus Ipilimumab in Renal Cell Carcinoma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,19,"Patrick Ott, MD, PhD","Patrick Ott, MD, PhD",1,0,1,multi_experimental,2,neovax,ipilimumab;neovax,CTLA-4,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,1
NCT02974738,"A Trial of Belzutifan (PT2977, MK-6482) Tablets In Patients With Advanced Solid Tumors (MK-6482-001)",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,"Peloton Therapeutics, Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",Merck (MSD),649,1,1,multi_experimental,4,belzutifan,belzutifan,HIF-2α,Small Molecule,HIF-2α;VHL,0,1,0,0,0,1,0
NCT03091192,Savolitinib vs. Sunitinib in MET-driven PRCC.,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,60,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,sunitinib,savolitinib,MET,Small Molecule,EGFR;MET,0,1,0,0,1,1,0
NCT03170960,Study of Cabozantinib Alone or in Combination With Atezolizumab to Subjects With Locally Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,914,Exelixis,Exelixis,52,1,0,multi_experimental,25,,atezolizumab;cabozantinib,MET,Small Molecule,PD-L1,0,1,1,0,0,0,1
NCT03175224,APL-101 Study of Subjects With NSCLC With c-Met EXON 14 Skip Mutations and c-Met Dysregulation Advanced Solid Tumors,PHASE2,Phase 2,RECRUITING,497,Apollomics Inc.,Apollomics,4,1,0,multi_experimental,9,apl-101 oral capsules,apl-101 oral capsules,MET,Small Molecule,ALK;BRAF;KRAS;MET;NTRK;PR;RET;ROS1;c-MET Dysregulation,0,1,0,0,1,1,0
NCT03203473,Study of Optimized Management of Nivolumab Based on Response in Patients With Advanced RCC (OMNIVORE Study),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,85,"Toni Choueiri, MD","Toni Choueiri, MD",1,0,1,multi_experimental,3,nivolumab,ipilimumab;nivolumab,CTLA-4,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0
NCT03212404,Phase 1 Study of CK-301 (Cosibelimab) as a Single Agent in Subjects With Advanced Cancers,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,272,"Checkpoint Therapeutics, Inc.",Checkpoint Therapeutics,3,1,0,single_arm,1,ck-301 (cosibelimab),ck-301 (cosibelimab),PD-L1,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;dMMR,1,1,1,0,0,0,1
NCT03228667,QUILT-3.055: A Study of Combination Immunotherapies in Patients Who Have Previously Received Treatment With Immune Checkpoint Inhibitors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,40,"ImmunityBio, Inc.",ImmunityBio,63,1,0,multi_experimental,6,,n-803 + atezolizumab;n-803 + atezolizumab + pd-l1 t-hank;n-803 + avelumab;n-803 + avelumab + pd-l1 t-hank;n-803 + docetaxel + nivolumab;n-803 + docetaxel + pembrolizumab;n-803 + durvalumab;n-803 + durvalumab + pd-l1 t-hank;n-803 + nivolumab;n-803 + nivolumab + pd-l1 t-hank;n-803 + pembrolizumab;n-803 + pembrolizumab + pd-l1 t-hank,PD-1,Monoclonal Antibody,ALK;BRAF;HER2;KRAS;MET;NTRK;PD-L1;PR;RET;ROS1,1,1,1,0,0,0,1
NCT03288532,Renal Adjuvant MultiPle Arm Randomised Trial,PHASE3,Phase 3,RECRUITING,1750,"University College, London","University College, London",51,0,1,multi_experimental,3,durvalumab,durvalumab;tremelimumab,PD-L1,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0
NCT03308396,Study of Durvalumab and Guadecitabine in Advanced Kidney Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,57,"Ajjai Alva, MD","Ajjai Alva, MD",2,0,1,single_arm,1,durvalumab;guadecitabine,durvalumab;guadecitabine,PD-L1,Monoclonal Antibody,EGFR;MET;PD-L1,1,1,1,0,0,0,1
NCT03355976,BrUOG 354 Nivolumab +/- Ipilimumab for Ovarian and Extra-renal Clear Cell Carcinomas,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,46,Brown University,Brown University,22,0,1,multi_experimental,4,nivolumab,ipilimumab;nivolumab,PD-1,Monoclonal Antibody,CD30;PD-L1,1,1,1,0,0,0,1
NCT03401788,"A Phase 2 Study of Belzutifan (PT2977, MK-6482) for the Treatment of Von Hippel Lindau (VHL) Disease-Associated Renal Cell Carcinoma (RCC) (MK-6482-004)",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,50,"Peloton Therapeutics, Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",Merck (MSD),649,1,1,single_arm,1,belzutifan,belzutifan,HIF-2α,Small Molecule,HIF-2α;VHL,0,1,0,0,0,0,0
NCT03474497,"UCDCC#272: IL-2, Radiotherapy, and Pembrolizumab in Patients Refractory to Checkpoint Blockade",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,18,"Megan Daly, MD","Megan Daly, MD",5,0,1,single_arm,1,il-2;pembrolizumab;radiotherapy,il-2;pembrolizumab;radiotherapy,CD19,Cell Therapy,CD19;PD-L1,1,1,1,0,0,1,1
NCT03501381,High Dose IL 2 and Entinostat in RCC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,46,Roberto Pili,Roberto Pili,3,0,0,active_comparator,2,interleukin-2,entinostat;interleukin-2,IL-2R,Recombinant Protein,CD25,0,1,0,0,0,0,0
NCT03541902,Cabozantinib or Sunitinib Malate in Treating Participants With Metastatic Variant Histology Renal Cell Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,32,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,multi_experimental,2,,cabozantinib;sunitinib malate,MET,Small Molecule,PD-L1,0,1,0,0,1,0,0
NCT03589339,NBTXR3 Activated by Radiotherapy for Patients With Advanced Cancers Treated With An Anti-PD-1 Therapy,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,145,Nanobiotix,Nanobiotix,6,1,0,single_arm,1,nbtxr3;nivolumab;pembrolizumab;sabr,nbtxr3;nivolumab;pembrolizumab;sabr,PD-1,Radiopharmaceutical,,0,1,0,0,0,0,0
NCT03592472,A Study of Pazopanib With or Without Abexinostat in Patients With Locally Advanced or Metastatic Renal Cell Carcinoma (RENAVIV),PHASE3,Phase 3,RECRUITING,413,"Xynomic Pharmaceuticals, Inc.",Xynomic Pharmaceuticals,6,1,0,placebo_comparator,2,pazopanib,abexinostat;pazopanib,VEGF/VEGFR,Small Molecule,,0,1,0,0,0,0,0
NCT03634540,"A Trial of Belzutifan (PT2977, MK-6482) in Combination With Cabozantinib in Patients With Clear Cell Renal Cell Carcinoma (ccRCC) (MK-6482-003)",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,118,"Peloton Therapeutics, Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",Merck (MSD),649,1,1,multi_experimental,2,belzutifan;cabozantinib,belzutifan;cabozantinib,MET,Small Molecule,PD-L1,0,1,0,0,0,0,0
NCT03647163,Ph I/II Trial of Systemic VSV-IFNβ-NIS in Combination With Checkpoint Inhibitor Therapy in Patients With Select Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,33,"Vyriad, Inc.",Vyriad,5,1,0,multi_experimental,6,vsv-ifnβ-nis,ipilimumab + nivolumab;pembrolizumab;vsv-ifnβ-nis,PD-1,Monoclonal Antibody,ALK;EGFR;PD-L1,1,1,1,0,1,1,1
NCT03678883,9-ING-41 in Patients With Advanced Cancers,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,350,Actuate Therapeutics Inc.,Actuate Therapeutics,4,1,0,multi_experimental,8,9-ing-41,9-ing-41;carboplatin.;doxorubicin.;gemcitabine - 21 day cycle;gemcitabine - 28 day cycle;irinotecan;lomustine;nab paclitaxel.;paclitaxel.,GSK3B,Small Molecule,HER2,0,1,0,0,1,1,0
NCT03682289,Ceralasertib (AZD6738) Alone and in Combination With Olaparib or Durvalumab in Patients With Solid Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,83,Rahul Aggarwal,Rahul Aggarwal,7,0,1,multi_experimental,3,ceralasertib,ceralasertib;durvalumab;olaparib,ATM,Small Molecule,BRCA1;BRCA2;HRR;MET;MMR;MSI,0,1,0,0,0,1,0
NCT03786796,Study of Olaparib in Metastatic Renal Cell Carcinoma Patients With DNA Repair Gene Mutations,PHASE2,Phase 2,RECRUITING,20,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,1,single_arm,1,olaparib,olaparib,PARP,Small Molecule,BRCA1;BRCA2,0,1,0,0,0,0,0
NCT03845166,A Study of XL092 as Single-Agent and Combination Therapy in Subjects With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,325,Exelixis,Exelixis,52,1,0,multi_experimental,5,xl092,atezolizumab;avelumab;xl092,PD-L1,Small Molecule,BRAF;ER;KRAS;MMR;MSI;MSI-H;PD-L1;PR;biomarker;dMMR,0,1,1,1,0,1,1
NCT03872947,A Study of TRK-950 in Combinations With Anti-Cancer Treatment Regimens in Patients With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,138,"Toray Industries, Inc",Toray Industries,4,1,0,multi_experimental,15,trk-950,bevacizumab;carboplatin;cisplatin;fluorouracil;gemcitabine;imiquimod cream;irinotecan;leucovorin;nivolumab;paclitaxel;pembrolizumab;pld;ramucirumab;trk-950,PD-1,Monoclonal Antibody,CAPRIN-1;PR,1,1,0,0,0,1,0
NCT03873402,A Study of Nivolumab Combined With Ipilimumab Versus Nivolumab Alone in Participants With Advanced Kidney Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,437,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,2,,ipilimumab;ipilimumab placebo;nivolumab,PD-1,Monoclonal Antibody,CD30;PD-L1,1,1,1,1,0,0,1
NCT03937219,Study of Cabozantinib in Combination With Nivolumab and Ipilimumab in Patients With Previously Untreated Advanced or Metastatic Renal Cell Carcinoma,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,855,Exelixis,Exelixis,52,1,0,active_comparator,2,cabozantinib-matched placebo;ipilimumab;nivolumab,cabozantinib;ipilimumab;nivolumab,MET,Small Molecule,PD-L1,0,1,0,0,0,0,0
NCT03972657,A Trial to Find Out if REGN5678 (Nezastomig) is Safe and How Well it Works Alone or in Combination With Cemiplimab for Adult Participants With Metastatic Castration-Resistant Prostate Cancer and Other Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,345,Regeneron Pharmaceuticals,Regeneron,95,1,1,multi_experimental,4,regn5678,cemiplimab;regn5678,PSMA,Bispecific Antibody,PD-L1;PSMA,1,1,1,0,0,0,1
NCT03983954,"Naptumomab Estafenatox in Combination With Durvalumab in Subjects With Selected Advanced or Metastatic Solid Tumor, Including a Cohort Expansion in Esophageal Cancer.",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,NeoTX Therapeutics Ltd.,NeoTX Therapeutics,2,1,1,multi_experimental,11,naptumomab estafenatox and durvalumab,naptumomab estafenatox and durvalumab;obinutuzumab,5T4,Monoclonal Antibody,CD20;ER;HER2;PD-L1;biomarker;biomarker analysis,1,1,1,0,1,0,1
NCT04022343,Neoadjuvant Cabozantinib in Treating Patients With Locally Advanced Kidney Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,22,Emory University,Emory University,116,0,0,single_arm,1,cabozantinib,cabozantinib,MET,Small Molecule,PD-L1,0,1,0,0,0,0,0
NCT04074967,Study of ARRY-614 Plus Either Nivolumab or Nivolumab+Ipilimumab,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,70,Dan Zandberg,Dan Zandberg,6,0,0,multi_experimental,5,,phase ib arry-614 + nivolumab;phase ib arry-614 + nivolumab+ipilimumab;phase ii arry-614 + nivolumab;phase ii arry-614 + nivolumab+ipilimumab (melanoma);phase ii arry-614 + nivolumab+ipilimumab (rcc),CTLA-4,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT04140526,"Safety, PK and Efficacy of ONC-392 in Monotherapy and in Combination of Anti-PD-1 in Advanced Solid Tumors and NSCLC",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,733,"OncoC4, Inc.",OncoC4,10,1,0,multi_experimental,3,onc-392,docetaxel;onc-392;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT04195750,A Study of Belzutifan (MK-6482) Versus Everolimus in Participants With Advanced Renal Cell Carcinoma (MK-6482-005),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,755,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,3,everolimus,belzutifan,HIF-2α,Small Molecule,HIF-2α;VHL,0,1,0,0,0,1,0
NCT04198766,Study of INBRX-106 and INBRX-106 in Combination With Pembrolizumab (Keytruda®) in Subjects With Locally Advanced or Metastatic Solid Tumors (Hexavalent OX40 Agonist),PHASE1;PHASE2,Phase 2,RECRUITING,340,"Inhibrx Biosciences, Inc",Inhibrx Biosciences,4,1,1,active_comparator,15,inbrx-106 - hexavalent ox40 agonist antibody,carboplatin auc-5;carboplatin auc-6;cisplatin;gemcitabine (;inbrx-106 - hexavalent ox40 agonist antibody;nab-paclitaxel;paclitaxel;pembrolizumab;pemetrexed,OX40,Monoclonal Antibody,ALK;EGFR;MSI;MSI-H;PD-L1;TMB,1,1,1,0,1,1,1
NCT04322955,CYTO Reductive Surgery in Kidney Cancer Plus Immunotherapy and Targeted Kinase Inhibition,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,38,Mark Stein,Mark Stein,3,0,1,single_arm,1,cabozantinib;cytoreductive nephrectomy;nivolumab,cabozantinib;cytoreductive nephrectomy;nivolumab,MET,Small Molecule,PD-L1,0,1,1,0,0,0,1
NCT04393350,Perioperative Lenvatinib With Pembrolizumab in Patients With Locally Advanced Nonmetastatic Clear Cell Renal Cell Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,18,Emory University,Emory University,116,0,1,single_arm,1,lenvatinib;lenvatinib mesylate;pembrolizumab;quality-of-life assessment;questionnaire administration,lenvatinib;lenvatinib mesylate;pembrolizumab;quality-of-life assessment;questionnaire administration,VEGF/VEGFR,Small Molecule,MET;PD-L1,0,1,1,0,0,0,1
NCT04413123,Cabozantinib In Combo With NIVO + IPI In Advanced NCCRCC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,60,"Bradley A. McGregor, MD","Bradley A. McGregor, MD",3,0,1,single_arm,1,cabozantinib;ipilimumab;nivolumab,cabozantinib;ipilimumab;nivolumab,MET,Small Molecule,PD-L1,0,1,1,1,0,0,1
NCT04489771,A Study of Belzutifan (MK-6482) in Participants With Advanced Renal Cell Carcinoma (MK-6482-013),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,154,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,2,belzutifan,belzutifan,HIF-2α,Small Molecule,HIF-2α;VHL,0,1,0,0,0,0,0
NCT04522323,A Study to Evaluate MEDI5752 and Axitinib in Subjects With Advanced Renal Cell Carcinoma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,67,MedImmune LLC,AstraZeneca,780,1,0,multi_experimental,2,axitinib;lenvatinib;medi5752,axitinib;lenvatinib;medi5752,PD-1/CTLA-4,Bispecific Antibody,PD-L1;ctDNA,1,1,1,0,0,1,1
NCT04523272,A Study of TQB2450 Injection Combined With Anlotinib Hydrochloride Capsule Versus Sunitinib in Subjects With Advanced Renal Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,528,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Chia Tai Tianqing Pharmaceutical,213,1,0,active_comparator,2,sunitinib,anlotinib;tqb2450,PD-1,Monoclonal Antibody,PD-L1;biomarker,1,1,1,0,0,0,1
NCT04586231,A Study of Belzutifan (MK-6482) in Combination With Lenvatinib Versus Cabozantinib for Treatment of Renal Cell Carcinoma (MK-6482-011),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,747,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,cabozantinib,belzutifan;lenvatinib,VEGF/VEGFR,Small Molecule,PD-L1,0,1,0,0,0,1,0
NCT04620239,ENdoluminal LIGHT ActivatED Treatment of Upper Tract Urothelial Cancer (ENLIGHTED) Study,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,89,Steba Biotech S.A.,Steba Biotech,2,0,0,single_arm,1,padeliporfin vtp,padeliporfin vtp,,,,0,1,0,0,0,0,0
NCT04626479,Substudy 03A: A Study of Immune and Targeted Combination Therapies in Participants With First Line (1L) Renal Cell Carcinoma (MK-3475-03A),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,400,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,5,,belzutifan;favezelimab/pembrolizumab;lenvatinib;pembrolizumab;pembrolizumab/quavonlimab;vibostolimab/pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT04626518,Substudy 03B: A Study of Immune and Targeted Combination Therapies in Participants With Second Line Plus (2L+) Renal Cell Carcinoma (MK-3475-03B/KEYMAKER-U03),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,370,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,6,,belzutifan;favezelimab/pembrolizumab;lenvatinib;mk-4830;pembrolizumab;pembrolizumab/quavonlimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT04696731,Safety and Efficacy of ALLO-316 in Subjects With Advanced or Metastatic Clear Cell Renal Cell Carcinoma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,Allogene Therapeutics,Allogene Therapeutics,7,1,0,single_arm,1,allo-316;allo-647;cyclophosphamide;fludarabine,allo-316;allo-647;cyclophosphamide;fludarabine,CD70,CAR-T,CD70,1,1,0,0,0,0,0
NCT04707248,A Study of DS-6000a in Subjects With Advanced Renal Cell Carcinoma and Ovarian Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,179,Daiichi Sankyo,Daiichi Sankyo,178,1,1,multi_experimental,3,ds-6000a,ds-6000a,CDH6,ADC,CDH6,1,1,0,0,0,0,0
NCT04736706,"A Study of Pembrolizumab (MK-3475) in Combination With Belzutifan (MK-6482) and Lenvatinib (MK-7902), or Pembrolizumab/Quavonlimab (MK-1308A) in Combination With Lenvatinib, Versus Pembrolizumab and Lenvatinib, for Treatment of Advanced Clear Cell Renal Cell Carcinoma (MK-6482-012)",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1854,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,3,lenvatinib;pembrolizumab,belzutifan;lenvatinib;pembrolizumab;pembrolizumab/quavonlimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT04787042,"Phase 1a and Phase 2 Study for Safety, Preliminary Efficacy, PK and PD of ST-067",PHASE1;PHASE2,Phase 2,RECRUITING,316,"Simcha IL-18, Inc.",Simcha IL-18,1,1,1,multi_experimental,4,st-067,obinutuzumab;pembrolizumab;st-067,PD-1,Recombinant Protein,ALK;HER2;MMR;MSI;MSI-H;PD-L1;TMB,0,1,1,0,0,1,1
NCT04802876,Efficacy of Tislelizumab and Spartalizumab Across Multiple Cancer-types in Patients with PD1-high MRNA Expressing Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,184,SOLTI Breast Cancer Research Group,SOLTI Breast Cancer Research Group,18,0,1,multi_experimental,3,,spartalizumab;tislelizumab,PD-1,Monoclonal Antibody,BRAF,1,1,1,0,0,0,1
NCT04810078,A Study of Subcutaneous Nivolumab Versus Intravenous Nivolumab in Participants With Previously Treated Clear Cell Renal Cell Carcinoma That is Advanced or Has Spread,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,681,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,active_comparator,4,nivolumab,nivolumab and rhuph20,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,1
NCT04895709,A Study of BMS-986340 as Monotherapy and as Combination Therapy in Participants With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,1109,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,9,bms-986340,bms-936558-01;bms-986340;docetaxel;pumitamig,PD-1,Monoclonal Antibody,PD-L1;biomarker;biomarker analysis,1,1,0,0,0,1,0
NCT04969315,TT-4 and TT-10 as Single Agents and in Combination in Subjects With Advanced Selected Solid Tumors and Pleural Mesothelioma,PHASE1;PHASE2,Phase 2,RECRUITING,35,Portage Biotech,Portage Biotech,1,1,0,multi_experimental,3,,tt-10;tt-4,ADORA2A,Small Molecule,MET,0,1,0,0,0,0,0
NCT04977453,GI-101/GI-101A as a Single Agent or in Combination With Pembrolizumab or Lenvatinib in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,317,"GI Innovation, Inc.",GI Innovation,4,1,1,multi_experimental,5,,gi-101;gi-101a;lenvatinib;pembrolizumab (keytruda),PD-1,Bispecific Antibody,,1,1,0,0,0,0,0
NCT05024214,Phase Ib/II Trial of Envafolimab Plus Lenvatinib for Subjects With Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,170,"3D Medicines (Sichuan) Co., Ltd.",3D Medicines (Sichuan),10,1,0,multi_experimental,6,,lenvatinib + envafolimab;sunitinib,VEGF/VEGFR,Small Molecule,PD-L1,0,1,0,0,0,1,0
NCT05030506,A Study of Belzutifan (MK-6482) as Monotherapy and in Combination With Lenvatinib (E7080/MK-7902) With or Without Pembrolizumab (MK-3475) in China Participants With Advanced Renal Cell Carcinoma (MK-6482-010),PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,45,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,2,belzutifan;lenvatinib,belzutifan;lenvatinib;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT05043090,"Savolitinib Plus Durvalumab Versus Sunitinib and Durvalumab Monotherapy in MET-Driven, Unresectable and Locally Advanced or Metastatic PRCC",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,148,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,sunitinib,durvalumab;savolitinib,MET,Small Molecule,EGFR;MET,0,1,0,0,0,0,0
NCT05048212,A Phase II Study of Nivolumab With Ipilimumab and Cabozantinib in Patients With Untreated Renal Cell Carcinoma Brain Metastases,PHASE2,Phase 2,RECRUITING,20,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,multi_experimental,3,cabozantinib;ipilimumab;nivolumab,cabozantinib;ipilimumab;nivolumab,PD-1,Monoclonal Antibody,CD30;MET,1,1,0,0,1,0,0
NCT05086692,A Beta-only IL-2 ImmunoTherapY Study,PHASE1;PHASE2,Phase 2,RECRUITING,115,"Medicenna Therapeutics, Inc.",Medicenna Therapeutics,2,1,1,single_arm,1,mdna11;pembrolizumab (keytruda),mdna11;pembrolizumab (keytruda),IL-2,Cell Therapy,MSI-H,1,1,0,0,0,1,0
NCT05128487,A Study of NDI 1150-101 in Patients With Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,106,"Nimbus Saturn, Inc.",Nimbus Saturn,1,1,0,multi_experimental,2,ndi-101150,ndi-101150;pembrolizumab,PD-1,Small Molecule,PD-L1;PSLP76,0,1,1,0,0,1,1
